,Height,Weight
101,170.4086,59.115646258503396
102,173.60899999999998,60.852607709750565
103,166.6494,44.73469387755102
104,172.11040000000003,51.954648526077094
105,172.77079999999998,56.00453514739229
106,171.8564,55.804988662131514
107,168.4274,57.36054421768708
108,176.3776,58.24036281179138
109,162.1536,57.68253968253968
110,172.0088,55.35600907029478
111,177.927,57.87301587301587
112,178.2826,59.70068027210883
113,167.513,50.74829931972789
114,177.8254,55.3469387755102
115,174.2694,58.29931972789116
116,174.7774,60.17233560090703
117,177.1904,61.70521541950113
118,166.26839999999999,52.58049886621315
119,174.8282,62.08616780045352
120,167.132,54.367346938775505
121,170.71339999999998,49.43764172335601
122,176.32680000000002,58.17233560090703
123,175.1076,61.35600907029478
124,172.5676,48.46258503401361
125,166.7002,55.91383219954648
126,168.91,49.66439909297052
127,172.5422,54.10884353741496
128,174.9806,63.60090702947846
129,178.40959999999998,60.76190476190475
130,173.4058,60.126984126984134
131,180.9242,59.274376417233555
132,175.51399999999998,52.40816326530612
133,163.57600000000002,56.140589569161
134,180.594,58.113378684807245
135,173.2788,61.65986394557823
136,167.4368,52.893424036281175
137,171.2976,57.51473922902494
138,187.70600000000002,68.65759637188208
139,177.7492,59.13832199546486
140,176.58079999999998,61.77324263038549
141,165.55720000000002,51.42857142857143
142,172.74540000000002,56.83900226757369
143,173.58360000000002,57.859410430839
144,165.55720000000002,48.59863945578231
145,173.3804,52.81632653061224
146,174.16779999999997,60.698412698412696
147,163.83,51.197278911564624
148,174.52339999999998,59.3015873015873
149,174.9806,62.47619047619047
150,176.63160000000002,56.87074829931973
151,171.19600000000003,62.79818594104308
152,168.85920000000002,54.79365079365079
153,167.6654,63.560090702947846
154,183.9976,62.013605442176875
155,162.8902,48.12244897959184
156,180.28920000000002,72.09070294784581
157,171.45,49.337868480725625
158,182.9308,62.93877551020408
159,165.8874,52.56689342403628
160,170.3832,66.34467120181405
161,163.5506,49.832199546485256
162,176.1998,63.06122448979592
163,173.68519999999998,54.37641723356009
164,165.8874,58.19047619047619
165,170.53560000000002,57.70521541950113
166,173.7106,52.25850340136054
167,168.37660000000002,56.59863945578231
168,170.6626,57.573696145124714
169,167.6146,50.4625850340136
170,176.3522,55.605442176870746
171,172.6438,56.331065759637184
172,172.11040000000003,56.53061224489796
173,165.8112,54.20408163265306
174,187.5282,63.17460317460318
175,169.69740000000002,47.54195011337868
176,169.9006,55.80045351473923
177,166.97959999999998,53.91836734693877
178,167.5892,55.09750566893424
179,169.1132,54.08163265306122
180,170.4594,61.23356009070295
181,167.30980000000002,52.71201814058957
182,169.62120000000002,49.51020408163265
183,174.59959999999998,56.33560090702947
184,168.22420000000002,64.01814058956916
185,167.5384,58.57142857142857
186,174.1932,57.99092970521542
187,169.13860000000003,54.8390022675737
188,170.1038,57.89115646258504
189,172.9232,46.01814058956916
190,178.2826,65.75510204081633
191,166.42079999999999,50.317460317460316
192,171.3484,60.25396825396826
193,171.2214,66.36734693877551
194,176.9364,66.02721088435374
195,167.132,54.802721088435376
196,167.9194,52.507936507936506
197,173.3296,58.1859410430839
198,172.77079999999998,57.80952380952381
199,181.3306,57.995464852607704
